timestamp,event_type,src_ip,dest_ip,anomaly_score,details
2025-12-29T00:30:36.779269+0200,quic,74.125.193.84,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:36.779269+0200"", ""flow_id"": 1258819715974635, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""74.125.193.84"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33573, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:36.779308+0200,quic,74.125.193.84,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:36.779308+0200"", ""flow_id"": 1258819715974635, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""74.125.193.84"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33573, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:36.779972+0200,quic,74.125.193.84,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:36.779972+0200"", ""flow_id"": 1258819715974635, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""74.125.193.84"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33573, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""eb1d94daa7e0344597e756a1fb6e7054"", ""string"": ""771,4865,51-43""}, ""extensions"": [{""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:30:37.386533+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.386533+0200"", ""flow_id"": 1661537978081791, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 42134, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.388626+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.388626+0200"", ""flow_id"": 1661537978081791, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 42134, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.393821+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.393821+0200"", ""flow_id"": 1661537978081791, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 42134, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.394856+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.394856+0200"", ""flow_id"": 1661537978081791, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 42134, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.409639+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.409639+0200"", ""flow_id"": 1661537978081791, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 42134, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""2b0648ab686ee45e0e7c35fcfb0eea7e"", ""string"": ""771,4865,41-51-43""}, ""extensions"": [{""name"": ""pre_shared_key"", ""type"": 41}, {""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:30:37.544111+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.544111+0200"", ""flow_id"": 1497369396335715, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 37826, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.547226+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.547226+0200"", ""flow_id"": 1497369396335715, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 37826, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.550697+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.550697+0200"", ""flow_id"": 1497369396335715, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 37826, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.552039+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.552039+0200"", ""flow_id"": 1497369396335715, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 37826, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:37.567156+0200,quic,142.250.181.163,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:37.567156+0200"", ""flow_id"": 1497369396335715, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.181.163"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 37826, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""2b0648ab686ee45e0e7c35fcfb0eea7e"", ""string"": ""771,4865,41-51-43""}, ""extensions"": [{""name"": ""pre_shared_key"", ""type"": 41}, {""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:30:38.300933+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.300933+0200"", ""flow_id"": 1807685515709186, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 38838, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.301170+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.301170+0200"", ""flow_id"": 1807685515709186, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 38838, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.301171+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.301171+0200"", ""flow_id"": 1807685515709186, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 38838, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.301389+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.301389+0200"", ""flow_id"": 1807685515709186, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 38838, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.334387+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.334387+0200"", ""flow_id"": 1807685515709186, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 38838, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""2b0648ab686ee45e0e7c35fcfb0eea7e"", ""string"": ""771,4865,41-51-43""}, ""extensions"": [{""name"": ""pre_shared_key"", ""type"": 41}, {""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:30:38.672480+0200,quic,142.250.180.142,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.672480+0200"", ""flow_id"": 1759981498290553, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.180.142"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33703, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.678222+0200,quic,142.250.180.142,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.678222+0200"", ""flow_id"": 1759981498290553, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.180.142"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33703, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.678222+0200,quic,142.250.180.142,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.678222+0200"", ""flow_id"": 1759981498290553, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.180.142"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33703, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.678223+0200,quic,142.250.180.142,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.678223+0200"", ""flow_id"": 1759981498290553, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.250.180.142"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 33703, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""eb1d94daa7e0344597e756a1fb6e7054"", ""string"": ""771,4865,51-43""}, ""extensions"": [{""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:30:38.762062+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.762062+0200"", ""flow_id"": 1873954776170673, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 51604, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.765312+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.765312+0200"", ""flow_id"": 1873954776170673, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 51604, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.769730+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.769730+0200"", ""flow_id"": 1873954776170673, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 51604, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.773278+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.773278+0200"", ""flow_id"": 1873954776170673, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 51604, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1""}}"
2025-12-29T00:30:38.788408+0200,quic,142.251.140.99,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:30:38.788408+0200"", ""flow_id"": 1873954776170673, ""in_iface"": ""enp0s3"", ""event_type"": ""quic"", ""src_ip"": ""142.251.140.99"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 51604, ""proto"": ""UDP"", ""pkt_src"": ""wire/pcap"", ""quic"": {""version"": ""1"", ""ja3s"": {""hash"": ""2b0648ab686ee45e0e7c35fcfb0eea7e"", ""string"": ""771,4865,41-51-43""}, ""extensions"": [{""name"": ""pre_shared_key"", ""type"": 41}, {""name"": ""key_share"", ""type"": 51}, {""name"": ""supported_versions"", ""type"": 43, ""values"": [""Tls13""]}]}}"
2025-12-29T00:31:01.083138+0200,flow,10.0.2.15,91.189.91.113,1,"{""timestamp"": ""2025-12-29T00:31:01.083138+0200"", ""flow_id"": 1714769899577592, ""in_iface"": ""enp0s3"", ""event_type"": ""flow"", ""src_ip"": ""10.0.2.15"", ""src_port"": 40182, ""dest_ip"": ""91.189.91.113"", ""dest_port"": 123, ""proto"": ""UDP"", ""app_proto"": ""ntp"", ""flow"": {""pkts_toserver"": 1, ""pkts_toclient"": 1, ""bytes_toserver"": 230, ""bytes_toclient"": 230, ""start"": ""2025-12-29T00:30:14.399250+0200"", ""end"": ""2025-12-29T00:30:14.547853+0200"", ""age"": 0, ""state"": ""established"", ""reason"": ""shutdown"", ""alerted"": false}}"
2025-12-29T00:31:01.088056+0200,flow,142.251.140.106,10.0.2.15,1,"{""timestamp"": ""2025-12-29T00:31:01.088056+0200"", ""flow_id"": 1760541086318123, ""in_iface"": ""enp0s3"", ""event_type"": ""flow"", ""src_ip"": ""142.251.140.106"", ""src_port"": 443, ""dest_ip"": ""10.0.2.15"", ""dest_port"": 34730, ""proto"": ""TCP"", ""flow"": {""pkts_toserver"": 4, ""pkts_toclient"": 4, ""bytes_toserver"": 556, ""bytes_toclient"": 216, ""start"": ""2025-12-29T00:29:42.409907+0200"", ""end"": ""2025-12-29T00:30:43.686472+0200"", ""age"": 61, ""state"": ""new"", ""reason"": ""shutdown"", ""alerted"": false}, ""tcp"": {""tcp_flags"": ""00"", ""tcp_flags_ts"": ""00"", ""tcp_flags_tc"": ""00""}}"
