timestamp,src_ip,dest_ip,ioc_hits,ml_score
2025-12-28T23:24:46.842874+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-28T23:24:47.714294+0200,10.0.2.15,91.189.91.111,0,0.84
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.845
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.85
2025-12-28T23:24:47.714294+0200,10.0.2.15,20.52.64.201,0,0.76
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.85
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.85
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.85
2025-12-28T23:24:47.714294+0200,10.0.2.15,91.189.91.113,0,0.84
2025-12-28T23:24:47.714294+0200,10.0.2.15,13.107.213.43,0,0.81
2025-12-28T23:24:47.714294+0200,10.0.2.15,185.125.190.122,0,0.84
2025-12-28T23:24:47.714294+0200,10.0.2.15,192.168.1.1,0,0.845
2025-12-29T00:04:56.135012+0200,,,0,0.85
2025-12-29T00:29:38.463551+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:38.464010+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:29:38.490404+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:29:38.490798+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:38.505857+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:29:38.512903+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:44.433411+0200,,,0,0.85
2025-12-29T00:29:52.436411+0200,,,0,0.85
2025-12-29T00:29:54.692788+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:54.694182+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:29:54.716520+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:29:54.716966+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:54.738703+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:29:54.761616+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:29:54.947216+0200,10.0.2.15,13.107.213.43,0,0.835
2025-12-29T00:30:00.438557+0200,,,0,0.85
2025-12-29T00:30:07.502535+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:07.504043+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:07.524587+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:07.525574+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:08.439994+0200,,,0,0.85
2025-12-29T00:30:12.548704+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:12.550156+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:12.572386+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:12.573350+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:12.715041+0200,10.0.2.15,146.75.53.91,0,0.835
2025-12-29T00:30:12.946594+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:12.946444+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:12.968336+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:12.971189+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:13.101437+0200,10.0.2.15,34.160.144.191,0,0.835
2025-12-29T00:30:16.440671+0200,,,0,0.85
2025-12-29T00:30:24.441670+0200,,,0,0.85
2025-12-29T00:30:32.443107+0200,,,0,0.85
2025-12-29T00:30:36.414537+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:36.435866+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:36.562561+0200,10.0.2.15,142.251.141.229,0,0.835
2025-12-29T00:30:36.659828+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:36.660744+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:36.682295+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:36.683412+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:36.686307+0200,10.0.2.15,74.125.193.84,0,0.86
2025-12-29T00:30:36.686314+0200,10.0.2.15,74.125.193.84,0,0.86
2025-12-29T00:30:36.775058+0200,74.125.193.84,10.0.2.15,0,0.805
2025-12-29T00:30:36.779269+0200,74.125.193.84,10.0.2.15,0,0.805
2025-12-29T00:30:36.779308+0200,74.125.193.84,10.0.2.15,0,0.805
2025-12-29T00:30:36.779972+0200,74.125.193.84,10.0.2.15,0,0.805
2025-12-29T00:30:36.950490+0200,10.0.2.15,74.125.193.84,0,0.835
2025-12-29T00:30:37.291899+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:37.292343+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:37.293190+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:37.315272+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:37.316326+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:37.318831+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:37.321320+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.321482+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.323442+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.386533+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.388626+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.393821+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.394856+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.409639+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.479705+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.479741+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.479741+0200,10.0.2.15,142.250.181.163,0,0.86
2025-12-29T00:30:37.544111+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.547226+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.550697+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.552039+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:37.567156+0200,142.250.181.163,10.0.2.15,0,0.805
2025-12-29T00:30:38.098440+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:38.199811+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:38.224276+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.224280+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.224280+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.300933+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.301170+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.301171+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.301389+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.334387+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.357079+0200,10.0.2.15,142.251.140.99,0,0.835
2025-12-29T00:30:38.398384+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:38.398524+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.421491+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:38.421555+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.575740+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:38.575865+0200,10.0.2.15,192.168.1.1,0,0.855
2025-12-29T00:30:38.576115+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.598747+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:38.601437+0200,10.0.2.15,192.168.1.1,0,0.795
2025-12-29T00:30:38.602458+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:38.602850+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.606385+0200,10.0.2.15,142.250.180.142,0,0.86
2025-12-29T00:30:38.606390+0200,10.0.2.15,142.250.180.142,0,0.86
2025-12-29T00:30:38.625343+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.651188+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.651671+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.678217+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:38.672480+0200,142.250.180.142,10.0.2.15,0,0.805
2025-12-29T00:30:38.698458+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.698465+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.673173+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:38.678222+0200,142.250.180.142,10.0.2.15,0,0.805
2025-12-29T00:30:38.678222+0200,142.250.180.142,10.0.2.15,0,0.805
2025-12-29T00:30:38.700655+0200,10.0.2.15,142.251.140.99,0,0.86
2025-12-29T00:30:38.678223+0200,142.250.180.142,10.0.2.15,0,0.805
2025-12-29T00:30:38.762062+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.765312+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.769730+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.773278+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.788408+0200,142.251.140.99,10.0.2.15,0,0.805
2025-12-29T00:30:38.832725+0200,10.0.2.15,142.250.181.163,0,0.835
2025-12-29T00:30:38.862403+0200,10.0.2.15,142.250.180.142,0,0.835
2025-12-29T00:30:40.444151+0200,,,0,0.85
2025-12-29T00:30:40.572664+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:40.574345+0200,10.0.2.15,192.168.1.1,0,0.89
2025-12-29T00:30:40.615618+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:40.616191+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:40.631178+0200,10.0.2.15,192.168.1.1,0,0.87
2025-12-29T00:30:40.637773+0200,10.0.2.15,192.168.1.1,0,0.915
2025-12-29T00:30:45.213763+0200,10.0.2.15,142.251.31.84,0,0.8
2025-12-29T00:30:45.213890+0200,10.0.2.15,142.251.141.234,0,0.8
2025-12-29T00:30:46.208920+0200,10.0.2.15,142.251.141.225,0,0.8
2025-12-29T00:30:47.204374+0200,10.0.2.15,216.58.204.227,0,0.825
2025-12-29T00:30:48.447192+0200,,,0,0.85
2025-12-29T00:30:50.200653+0200,10.0.2.15,216.58.204.138,0,0.8
2025-12-29T00:30:50.202800+0200,10.0.2.15,142.251.141.238,0,0.8
2025-12-29T00:30:51.198710+0200,10.0.2.15,142.250.180.170,0,0.825
2025-12-29T00:30:51.199117+0200,10.0.2.15,142.251.140.101,0,0.8
